user_id,product_id,event_type,timestamp
776,2945,purchase,2024-05-20 06:23:25
957,3273,view,2025-01-17 18:31:23
813,3677,view,2024-11-26 14:28:58
876,1611,purchase,2024-07-04 00:49:17
267,2672,view,2025-07-31 22:54:53
485,3692,purchase,2024-11-18 19:11:42
969,475,view,2023-12-07 16:49:35
149,1590,view,2025-07-23 18:05:35
62,4383,view,2025-04-05 09:31:05
288,1008,view,2025-02-19 09:16:48
17,2627,purchase,2024-07-17 03:23:07
838,2488,purchase,2024-08-01 23:23:24
969,2569,view,2023-11-27 20:56:01
656,3683,view,2023-11-15 17:33:33
673,4581,purchase,2023-12-24 18:30:52
81,765,view,2024-03-17 22:03:44
565,17,add_to_cart,2025-08-13 16:04:42
972,2340,purchase,2024-11-29 18:23:47
131,4722,view,2025-04-13 09:39:57
856,511,view,2024-09-09 07:30:30
198,4118,view,2023-11-24 10:51:21
246,863,view,2025-03-06 09:56:15
639,371,view,2024-11-05 20:44:46
650,3076,view,2025-04-23 18:30:00
834,2377,view,2024-01-30 03:09:09
186,4161,view,2024-08-13 03:19:58
832,2671,view,2025-01-11 01:38:19
537,3652,view,2025-03-23 15:32:53
306,4741,add_to_cart,2025-08-06 03:41:28
788,4083,view,2024-01-01 01:16:08
679,1821,view,2024-01-21 14:22:11
795,4727,view,2024-03-11 06:11:21
831,2326,add_to_cart,2024-09-02 19:51:37
872,4065,view,2023-09-26 15:38:24
127,3356,view,2023-12-26 18:48:53
433,3008,view,2025-08-09 17:14:34
781,1516,view,2024-10-01 17:01:59
635,3799,view,2025-01-02 12:30:38
337,4244,view,2025-04-02 18:57:46
604,2139,view,2025-07-28 21:55:40
851,2614,add_to_cart,2024-01-08 17:54:33
516,4871,view,2023-12-09 12:42:37
852,1803,view,2024-09-13 20:17:49
8,3175,view,2024-04-13 04:07:50
779,637,view,2025-05-17 19:10:47
528,4656,purchase,2024-10-07 03:02:54
177,2863,add_to_cart,2025-03-15 18:19:32
979,2278,view,2024-07-11 05:06:42
523,3526,view,2024-07-31 06:50:17
85,3843,view,2023-10-29 22:47:02
628,4663,view,2024-12-02 15:26:51
233,4909,view,2025-07-15 19:12:46
315,4288,add_to_cart,2024-09-28 10:38:29
688,3290,view,2024-05-26 16:16:12
158,4996,purchase,2025-07-06 08:53:36
429,3647,view,2024-06-16 19:00:26
432,1720,view,2024-04-05 16:37:08
398,3111,purchase,2025-08-12 05:28:57
45,2076,add_to_cart,2024-11-05 02:26:00
819,3803,add_to_cart,2025-03-26 07:03:00
650,3115,view,2025-01-05 22:23:41
239,443,view,2025-08-07 15:56:34
974,2149,view,2025-08-10 19:29:26
312,3370,view,2024-07-06 05:01:45
855,2792,add_to_cart,2023-10-04 11:30:35
587,181,view,2024-08-23 09:44:07
126,2038,view,2023-09-23 15:18:00
386,2842,add_to_cart,2025-02-07 17:33:30
576,4053,view,2025-03-11 19:35:12
635,1606,add_to_cart,2023-11-14 01:39:39
801,3954,view,2025-08-13 07:24:04
48,4501,view,2025-01-14 14:02:13
302,3356,view,2024-06-12 20:44:21
130,3648,purchase,2025-03-13 03:05:06
988,3259,add_to_cart,2025-06-16 00:54:28
834,703,view,2025-07-08 13:53:01
202,590,view,2025-01-07 22:37:41
405,496,view,2023-10-29 14:30:55
635,3626,view,2025-05-31 00:38:32
418,904,view,2025-05-21 13:51:59
944,2184,view,2024-01-13 08:31:13
717,746,view,2025-07-03 07:10:42
818,2970,view,2023-12-07 22:48:55
724,3173,view,2023-09-15 21:43:01
908,3972,view,2024-03-29 09:54:11
316,4811,view,2025-03-26 14:19:23
901,2676,view,2024-03-08 13:52:10
311,2177,view,2024-08-09 03:54:58
403,774,view,2025-04-16 02:59:05
94,2223,view,2024-09-19 21:08:01
639,572,purchase,2023-11-10 06:58:49
93,2482,view,2024-06-28 22:26:33
729,3619,view,2024-07-05 06:13:13
78,161,add_to_cart,2024-06-14 20:11:49
372,194,view,2024-04-19 10:51:05
776,3188,view,2025-05-13 13:00:52
838,574,view,2024-11-22 14:13:15
372,1192,purchase,2025-02-14 01:11:46
469,942,view,2024-08-31 23:40:22
88,2929,view,2025-07-07 13:40:04
95,1178,view,2023-10-04 20:31:43
704,1722,view,2025-07-02 23:18:34
463,2714,view,2025-05-24 03:24:07
973,334,view,2024-07-29 07:11:24
388,4223,view,2025-08-06 22:06:37
604,82,view,2024-02-12 07:37:06
53,1625,view,2024-11-28 17:02:07
970,3958,view,2024-10-05 06:57:23
105,674,purchase,2024-11-13 05:50:51
790,1741,view,2025-03-02 03:10:26
715,4451,view,2023-09-03 09:31:40
92,3112,view,2024-08-28 07:55:06
568,2565,view,2024-09-09 12:48:46
339,2841,add_to_cart,2024-07-05 01:56:41
247,2845,add_to_cart,2024-12-27 05:03:16
151,582,view,2023-12-11 07:01:40
548,2584,view,2024-09-30 10:00:47
369,2692,view,2023-09-12 03:16:09
610,305,purchase,2023-11-02 04:01:43
419,2860,view,2023-10-08 04:05:06
224,2407,view,2023-09-25 06:12:16
177,4996,view,2023-09-01 03:48:50
340,2454,view,2023-10-16 12:41:54
656,3178,view,2024-11-06 08:39:21
244,666,view,2023-09-18 21:56:47
498,811,add_to_cart,2024-07-12 04:19:14
295,2632,purchase,2025-02-14 01:34:44
271,906,view,2024-03-22 02:55:41
79,188,view,2025-05-14 16:58:11
441,4040,view,2024-08-22 01:19:19
99,3196,view,2025-07-01 22:39:21
843,2262,view,2024-11-14 10:11:50
194,1965,view,2024-09-27 15:42:10
413,4055,add_to_cart,2025-08-13 15:10:45
948,989,add_to_cart,2024-11-19 21:28:50
593,1327,view,2025-04-24 21:53:15
893,4581,view,2025-08-13 11:50:05
63,3837,view,2025-07-28 01:47:39
776,2028,view,2025-07-21 10:28:02
161,181,view,2023-09-06 20:46:13
216,4195,view,2024-07-19 14:10:00
11,131,view,2024-12-31 15:41:18
405,2437,view,2025-08-19 17:35:27
689,4196,view,2025-07-25 00:56:18
324,596,view,2024-06-14 13:46:51
376,3447,add_to_cart,2024-06-08 09:23:59
639,2554,view,2025-08-07 14:54:31
285,2404,view,2024-11-13 19:01:24
302,4518,view,2024-04-17 22:49:20
610,4457,view,2024-04-29 04:19:50
383,97,view,2023-10-20 23:13:47
854,2873,view,2025-01-08 13:40:20
295,357,view,2025-01-12 22:23:18
812,1034,view,2024-04-26 10:18:02
413,4952,view,2024-02-25 12:48:41
566,4223,view,2025-01-18 21:05:24
83,3313,purchase,2025-04-19 02:57:52
943,601,view,2025-06-14 13:11:39
914,1448,add_to_cart,2025-05-21 22:34:54
6,3658,view,2025-03-07 09:30:51
163,3178,add_to_cart,2024-01-07 03:39:41
946,636,view,2025-08-11 08:52:35
386,4638,view,2024-09-08 02:35:50
485,4184,view,2024-05-05 04:38:22
604,3631,view,2025-07-01 18:38:53
75,3375,view,2024-10-21 10:51:40
635,774,view,2023-11-27 11:50:41
33,1703,view,2024-06-09 15:29:42
523,2046,view,2024-06-19 19:30:30
559,2113,add_to_cart,2024-01-16 21:48:12
982,1497,view,2025-02-09 09:21:45
345,3427,view,2023-09-20 18:46:10
681,3041,purchase,2024-10-20 11:28:16
117,752,view,2024-05-02 22:34:40
92,3611,view,2023-11-01 05:40:23
2,4917,view,2024-09-22 19:40:06
104,3166,add_to_cart,2025-02-17 15:43:12
702,2129,view,2023-12-31 09:52:32
442,3082,view,2025-01-01 05:39:45
485,3464,add_to_cart,2025-02-14 09:50:47
970,4148,add_to_cart,2024-02-06 13:27:49
523,1016,purchase,2024-11-20 01:48:45
99,3680,purchase,2025-03-25 04:33:32
889,594,add_to_cart,2025-02-22 17:59:03
532,2352,view,2024-01-02 02:54:54
234,3327,purchase,2024-06-30 01:12:03
40,788,view,2025-06-13 01:07:48
547,4752,view,2024-02-16 04:14:18
64,4417,view,2023-12-31 07:07:24
603,3725,view,2023-09-25 21:11:36
148,4653,view,2024-06-24 06:34:00
198,4756,purchase,2025-01-28 11:39:39
433,4392,view,2024-03-24 14:00:23
503,41,purchase,2025-01-15 07:17:50
540,3518,add_to_cart,2024-05-04 10:36:14
622,312,view,2024-06-12 21:13:34
216,1343,purchase,2025-08-22 23:49:13
523,3305,purchase,2024-04-04 18:14:01
669,4037,purchase,2025-05-23 08:51:43
932,4828,add_to_cart,2025-02-18 02:38:14
572,1831,view,2023-12-17 02:42:42
401,1901,view,2025-07-29 08:42:57
650,4846,view,2023-11-17 02:39:56
74,1559,view,2024-09-23 07:51:31
639,774,view,2024-09-09 22:09:09
308,1508,view,2024-12-14 21:00:12
915,1016,view,2025-04-12 13:28:53
39,4490,purchase,2025-05-31 11:05:20
145,1973,view,2025-03-30 13:39:09
898,540,add_to_cart,2024-12-26 21:44:17
588,3637,view,2025-08-17 13:07:46
659,2117,view,2025-04-08 22:38:30
650,3112,view,2025-07-02 18:25:12
916,3837,purchase,2023-11-13 14:20:53
811,3202,add_to_cart,2023-12-23 23:20:23
540,2179,add_to_cart,2024-04-11 23:35:33
253,3144,view,2023-11-28 11:50:24
411,3079,add_to_cart,2024-04-30 16:08:41
413,623,purchase,2025-05-16 23:40:18
36,1549,view,2025-03-29 21:37:52
623,2590,purchase,2024-03-29 21:19:41
640,445,view,2025-04-28 17:38:49
216,3462,add_to_cart,2025-05-15 09:05:31
500,4228,view,2024-01-22 01:49:13
919,3911,add_to_cart,2024-08-18 21:22:52
639,546,view,2023-09-11 19:00:31
806,3793,add_to_cart,2024-04-23 09:05:15
464,224,view,2024-03-27 11:32:35
552,2001,view,2024-11-21 10:06:34
332,2684,view,2024-07-08 05:43:26
445,3933,view,2024-10-12 11:41:57
38,3918,view,2023-10-28 11:03:15
761,426,view,2024-10-31 00:17:30
111,3133,add_to_cart,2024-11-12 20:31:13
186,1809,view,2025-02-08 05:00:20
66,1353,view,2024-02-11 01:19:24
403,134,purchase,2025-08-21 23:01:14
501,1069,view,2025-05-20 09:37:28
961,4749,view,2025-04-29 01:25:27
702,567,add_to_cart,2025-05-08 21:34:09
139,101,view,2025-03-02 15:01:19
167,501,view,2025-04-06 02:54:54
18,20,view,2023-10-13 19:31:05
627,2307,view,2023-10-25 05:59:32
635,1403,view,2024-07-18 05:29:32
490,4581,purchase,2024-04-18 22:09:17
464,4931,add_to_cart,2024-10-16 12:33:09
319,1276,add_to_cart,2024-03-24 18:09:09
738,4119,add_to_cart,2024-01-22 11:09:15
412,4707,view,2024-11-21 14:06:49
38,2449,add_to_cart,2025-05-13 04:56:07
635,571,view,2023-11-10 23:55:39
867,786,view,2025-04-12 02:50:58
887,2461,view,2025-07-14 10:33:33
770,2025,add_to_cart,2024-12-25 05:15:58
815,4196,view,2024-01-23 20:45:06
11,4013,view,2025-04-21 07:01:31
100,3792,view,2024-12-09 05:46:02
818,4076,view,2025-05-28 11:12:10
433,4722,view,2024-07-06 00:51:44
55,1928,add_to_cart,2024-08-16 23:14:17
593,1820,view,2025-06-29 19:56:44
88,1457,add_to_cart,2023-12-20 04:34:12
639,1545,view,2024-01-02 09:28:29
345,3138,view,2025-04-29 21:36:03
469,4982,view,2024-04-19 03:15:05
11,218,view,2025-01-04 00:20:46
364,119,view,2025-03-08 01:25:53
254,137,add_to_cart,2025-08-10 00:58:44
654,3048,add_to_cart,2023-11-02 08:08:48
248,3048,view,2024-05-10 22:10:24
369,413,view,2025-02-22 09:58:21
660,1368,view,2025-03-19 05:35:47
405,292,view,2024-05-31 10:49:36
295,979,view,2025-03-25 06:42:51
65,1741,add_to_cart,2025-02-02 21:49:03
639,4958,add_to_cart,2024-03-04 21:02:48
818,4902,add_to_cart,2024-04-21 05:55:41
320,2149,view,2023-10-27 19:49:50
347,3907,view,2023-12-25 17:20:20
86,3414,view,2025-03-04 03:43:53
177,1840,view,2024-12-06 23:20:39
462,3972,view,2024-04-24 17:39:04
916,4156,add_to_cart,2024-12-28 21:39:16
851,4782,view,2024-11-16 01:32:36
437,765,view,2024-04-24 06:39:03
977,3616,view,2025-03-05 14:04:52
419,3850,add_to_cart,2024-02-20 11:20:52
629,2681,view,2025-08-02 02:01:48
354,1356,view,2025-05-04 13:22:17
595,780,purchase,2023-09-02 06:05:16
751,1414,view,2024-01-19 22:45:10
672,1059,view,2025-06-23 01:21:14
909,669,view,2024-10-12 22:44:17
903,3119,view,2024-05-01 13:50:59
687,496,view,2024-12-16 05:48:55
482,1046,view,2024-02-09 12:27:30
919,1947,view,2025-03-30 11:54:17
752,1402,view,2024-07-18 06:23:15
122,339,purchase,2025-03-08 15:56:10
650,413,view,2025-07-14 05:23:03
685,2966,add_to_cart,2024-03-18 05:05:11
450,928,view,2024-04-16 03:01:26
469,3735,view,2023-12-05 04:33:15
807,4936,add_to_cart,2024-04-15 05:10:34
639,3816,view,2024-10-29 21:08:58
312,3265,view,2024-12-24 05:45:06
798,662,add_to_cart,2024-01-24 11:57:17
530,2914,add_to_cart,2024-09-17 14:31:48
973,2403,view,2024-09-03 01:14:30
361,1684,view,2025-07-10 03:25:06
815,911,view,2024-03-24 15:03:39
699,2569,view,2024-07-02 11:53:04
496,1638,view,2024-01-05 03:39:12
285,1125,view,2024-05-24 00:10:52
790,4484,view,2024-01-13 03:47:52
80,2428,view,2025-02-27 03:30:52
612,4928,purchase,2024-10-31 06:05:18
111,416,view,2025-06-02 10:16:44
331,2888,view,2024-03-27 09:29:53
36,1100,view,2025-04-06 09:01:21
345,744,view,2025-06-10 09:08:27
943,3119,view,2024-11-21 08:09:13
455,3674,purchase,2024-07-01 00:50:31
159,2482,view,2024-09-10 07:13:52
80,2782,view,2025-07-21 13:23:12
295,3329,view,2024-09-08 08:54:43
360,1458,view,2023-10-18 03:56:21
268,2105,view,2024-08-12 12:29:48
557,1222,view,2024-12-28 20:01:04
11,3510,view,2024-01-25 18:01:29
973,1918,add_to_cart,2024-12-14 04:21:10
462,223,view,2025-04-28 01:59:10
979,3341,purchase,2025-05-19 16:07:18
919,4171,view,2025-01-04 11:18:11
101,1904,view,2024-02-08 19:38:43
469,4355,add_to_cart,2024-11-19 23:08:19
481,2840,view,2024-09-17 18:25:11
655,198,view,2024-07-23 00:34:58
590,82,add_to_cart,2024-05-03 10:14:12
519,3419,purchase,2025-02-11 18:16:51
832,4906,view,2024-04-24 22:40:26
221,2658,view,2025-03-30 14:49:23
881,3872,view,2024-03-05 00:52:21
278,574,view,2023-10-20 19:18:14
151,3535,purchase,2024-12-30 09:12:45
832,3539,purchase,2023-11-20 05:08:48
912,1714,view,2024-02-26 01:30:29
52,2383,add_to_cart,2024-09-04 16:02:41
625,571,view,2024-11-08 13:58:40
296,2241,view,2024-01-06 04:44:37
791,1801,purchase,2023-11-28 15:42:24
779,1947,add_to_cart,2024-03-04 00:10:22
73,378,view,2024-07-11 19:15:58
763,370,view,2024-01-30 07:24:21
485,805,view,2024-01-01 02:20:14
648,3076,view,2024-06-07 14:50:01
469,1159,view,2025-06-20 14:15:19
640,4854,purchase,2024-03-24 06:34:38
45,2384,add_to_cart,2023-12-19 05:39:03
177,760,view,2025-06-05 14:22:05
177,676,view,2025-07-27 13:57:45
576,1102,view,2023-10-23 03:31:00
731,4181,view,2025-01-21 11:19:54
738,3976,purchase,2023-09-07 15:07:56
847,3933,view,2024-03-06 05:05:38
485,3760,add_to_cart,2023-11-19 10:36:15
540,2921,add_to_cart,2024-03-23 20:01:09
869,3634,view,2025-08-15 00:45:43
192,4872,purchase,2025-01-26 04:00:16
466,3192,view,2025-03-28 15:52:11
581,4928,add_to_cart,2025-01-07 15:27:07
336,4375,purchase,2024-08-28 22:52:58
908,3318,view,2025-02-18 16:47:36
801,4722,view,2024-04-30 20:00:37
335,1265,view,2023-10-06 02:40:47
551,1726,view,2024-08-05 05:43:21
758,4179,view,2024-10-28 19:53:27
178,1593,view,2023-09-07 17:28:20
315,1549,view,2023-11-25 13:21:58
523,901,view,2024-04-01 13:03:42
127,2116,view,2024-04-24 01:19:04
650,1750,view,2025-08-15 08:06:32
282,1837,view,2024-06-17 19:52:14
21,1782,view,2024-04-25 16:29:25
760,3079,view,2025-01-01 15:03:43
623,493,purchase,2024-10-04 14:01:46
47,3606,view,2024-02-09 13:02:46
722,4281,view,2024-02-26 12:11:55
947,2568,view,2025-05-07 08:22:51
75,4319,view,2024-07-26 06:28:29
469,2318,view,2024-05-26 02:48:39
500,3706,view,2024-02-01 03:10:34
982,1506,view,2025-01-17 08:54:49
369,4115,add_to_cart,2024-03-03 15:30:33
639,3462,view,2024-12-08 16:11:35
469,4107,view,2024-11-26 17:54:47
554,1685,view,2024-03-19 11:40:20
982,3174,view,2023-10-01 16:24:53
111,3977,view,2024-11-13 00:35:00
954,1454,add_to_cart,2025-03-09 18:28:55
996,2771,view,2025-01-21 16:13:51
829,3484,purchase,2024-04-08 04:31:57
639,2245,view,2025-08-22 10:56:35
843,1730,purchase,2024-07-14 11:28:11
493,4809,add_to_cart,2025-07-23 20:23:53
851,1070,add_to_cart,2025-03-31 07:15:26
302,641,view,2025-07-19 08:44:56
49,1373,view,2024-10-20 05:17:29
850,4631,view,2024-09-17 17:23:14
194,1100,view,2025-03-28 17:51:06
382,3963,view,2024-05-24 20:50:19
977,685,add_to_cart,2024-03-17 17:53:25
169,4578,add_to_cart,2023-09-02 12:24:47
451,299,view,2023-11-30 12:57:32
973,804,view,2024-09-29 12:02:10
705,59,add_to_cart,2024-10-24 01:56:08
164,3784,view,2024-04-09 14:02:28
598,3555,view,2025-02-06 01:22:18
738,352,add_to_cart,2024-04-30 01:34:39
35,4683,purchase,2024-07-27 14:01:12
101,4198,view,2023-09-20 15:06:02
647,2061,add_to_cart,2024-08-23 08:02:05
437,3166,view,2025-03-30 11:01:33
332,2852,view,2023-11-12 21:12:37
898,3955,view,2024-06-13 02:41:19
686,3933,view,2025-08-02 23:53:04
317,2640,view,2025-07-04 23:24:57
818,4195,purchase,2024-04-28 10:59:01
234,3667,view,2024-03-06 10:24:46
751,3509,add_to_cart,2025-03-07 03:05:45
723,224,purchase,2025-02-03 03:20:08
542,821,add_to_cart,2024-02-20 14:20:27
801,4558,view,2025-05-29 15:42:14
409,3347,purchase,2025-06-02 09:22:57
596,2565,view,2025-02-05 15:33:23
801,4729,purchase,2025-07-20 07:34:21
982,1368,view,2024-02-02 06:08:26
652,3825,purchase,2024-04-28 18:19:27
47,2287,add_to_cart,2025-05-30 21:33:04
80,826,purchase,2025-08-11 16:33:20
186,4374,view,2024-01-24 09:29:38
508,1238,view,2023-11-21 02:44:05
903,4918,view,2024-10-07 14:10:05
995,4620,view,2024-03-14 19:01:03
787,1827,add_to_cart,2024-07-24 00:11:54
45,3351,view,2024-03-03 18:18:35
723,1391,add_to_cart,2023-12-04 19:24:59
43,4362,view,2024-08-24 08:51:04
614,130,view,2024-07-05 02:19:29
591,873,view,2024-03-23 03:40:19
893,3112,view,2024-04-18 09:17:59
896,3621,purchase,2023-11-13 14:14:52
153,539,view,2024-11-07 06:07:56
431,4887,add_to_cart,2025-06-05 22:44:52
146,1086,add_to_cart,2024-12-17 08:31:02
911,1497,view,2024-09-08 02:43:56
92,4621,view,2024-08-03 07:34:17
784,3052,view,2024-03-16 14:23:56
698,2731,view,2024-11-26 18:20:11
523,1204,view,2025-06-09 20:34:32
137,3117,view,2023-11-01 06:04:43
825,2467,view,2024-07-10 09:40:04
908,1808,view,2025-08-03 19:13:05
576,1225,add_to_cart,2023-11-10 15:45:52
42,267,view,2025-02-03 19:25:19
705,2770,purchase,2025-06-18 15:30:58
465,3872,view,2025-02-03 09:15:41
512,4745,purchase,2025-03-26 16:23:29
639,3414,view,2024-05-20 19:39:01
779,2098,view,2023-11-10 15:34:50
517,4024,view,2025-07-13 07:34:18
244,1850,view,2025-03-13 00:02:13
295,2452,view,2024-02-26 16:34:07
2,590,purchase,2024-05-21 03:05:23
92,4130,purchase,2024-09-26 15:12:25
980,4776,view,2025-03-14 02:34:35
774,1040,view,2024-02-28 07:50:13
980,653,view,2024-08-30 11:52:57
274,3011,view,2025-08-15 21:12:50
282,371,view,2025-05-09 08:55:56
887,1520,view,2024-05-02 15:39:45
331,1197,add_to_cart,2023-11-06 03:41:22
79,965,purchase,2024-09-23 11:28:11
540,2184,view,2024-12-21 02:07:49
944,4166,add_to_cart,2025-02-19 08:02:30
221,2903,purchase,2023-12-02 00:55:01
88,1924,view,2024-07-15 01:08:11
979,4955,view,2025-05-24 13:39:45
204,2729,view,2024-04-20 14:14:15
674,572,view,2023-11-19 18:38:53
317,4196,view,2024-01-20 15:38:13
704,1197,view,2024-03-25 06:28:04
832,853,view,2024-06-15 13:19:06
47,3464,view,2024-06-09 15:00:57
878,404,view,2025-01-06 23:47:43
611,305,view,2024-04-03 21:13:17
305,619,add_to_cart,2024-07-14 22:55:15
717,3076,view,2025-07-09 19:19:34
680,1637,add_to_cart,2023-09-12 15:56:48
340,2528,view,2025-04-17 02:27:54
225,1086,purchase,2023-12-23 15:02:52
812,4383,view,2025-05-14 13:06:13
623,2067,view,2024-03-09 15:32:11
97,2522,view,2025-04-10 00:14:04
344,134,purchase,2024-11-27 20:50:30
450,3941,view,2025-05-30 17:05:38
760,889,view,2024-07-13 01:46:12
536,716,view,2024-06-01 22:03:16
92,2974,add_to_cart,2024-07-13 11:26:39
11,2128,view,2023-09-01 22:51:36
639,4440,view,2024-03-13 00:14:15
245,4113,view,2024-11-09 17:11:58
929,3629,purchase,2024-03-27 17:37:53
326,2159,view,2024-02-21 10:21:19
760,2315,view,2024-05-25 06:43:29
676,3803,view,2025-03-06 15:37:58
541,4241,view,2024-12-29 09:58:15
898,4224,view,2025-01-17 15:40:41
798,3734,view,2024-02-02 18:59:58
970,2708,view,2024-06-24 10:37:32
297,3220,view,2025-06-26 03:16:29
962,3691,view,2024-04-25 16:44:39
496,693,purchase,2025-06-26 13:49:08
261,1300,view,2025-02-25 08:27:01
341,746,add_to_cart,2024-01-07 22:51:11
109,26,view,2025-01-09 09:35:05
776,329,view,2024-02-14 19:07:27
215,1964,view,2024-02-08 07:03:43
224,2679,view,2024-06-08 08:32:24
591,860,view,2025-04-15 02:46:23
912,676,purchase,2024-03-30 05:50:24
798,3341,add_to_cart,2024-03-22 19:30:59
331,4308,view,2024-07-05 09:06:45
261,1583,view,2024-01-20 21:22:59
949,3168,view,2025-07-28 00:42:10
868,4939,view,2025-01-23 22:09:47
738,2631,view,2023-09-04 09:35:15
99,1144,add_to_cart,2025-04-30 09:36:19
186,2014,view,2025-02-26 22:53:16
776,3926,view,2024-04-05 23:32:32
485,2521,view,2025-02-22 03:58:58
59,2281,view,2024-04-22 00:23:35
542,3112,view,2025-04-10 09:45:49
639,4553,add_to_cart,2024-10-26 14:10:46
232,3677,view,2023-12-24 05:03:08
112,2757,purchase,2025-03-17 14:27:44
627,1398,add_to_cart,2025-03-24 05:25:25
641,3760,view,2024-06-28 09:29:25
908,2604,view,2024-12-06 15:13:56
372,4172,view,2023-12-04 13:47:47
889,63,view,2025-06-30 16:26:22
403,371,add_to_cart,2024-05-12 12:01:22
666,236,add_to_cart,2025-03-21 09:15:59
480,4426,add_to_cart,2025-02-28 00:44:26
383,4357,purchase,2024-09-30 01:14:44
827,4596,view,2024-06-25 03:17:48
644,4541,view,2023-09-08 17:26:28
739,3112,view,2023-11-24 21:02:54
171,4892,purchase,2024-08-22 19:23:29
326,942,view,2025-04-17 06:50:32
603,3752,view,2024-09-15 16:32:11
814,4496,view,2025-03-04 00:42:33
924,2997,view,2025-07-16 10:17:25
489,3786,view,2024-11-13 19:57:45
851,2477,view,2024-06-13 09:17:17
988,2924,view,2025-06-18 08:43:22
751,302,purchase,2025-06-13 00:36:59
561,2776,add_to_cart,2024-06-10 18:22:16
771,4596,add_to_cart,2024-02-24 15:52:18
573,152,view,2024-02-22 19:13:41
295,2865,view,2024-08-14 19:00:07
515,963,view,2023-09-14 17:11:46
870,3324,purchase,2025-07-20 15:42:26
961,2479,view,2024-02-26 03:59:41
372,4566,view,2024-01-01 07:05:14
962,535,view,2024-12-28 14:39:09
27,2650,view,2023-12-29 03:33:41
565,4974,view,2024-08-11 14:39:02
948,430,view,2024-12-09 05:50:21
85,4383,add_to_cart,2024-09-07 15:10:15
92,4008,view,2024-10-16 09:52:10
39,926,view,2023-09-15 12:38:42
4,4643,add_to_cart,2024-08-02 20:07:29
855,4006,purchase,2024-01-24 12:06:04
717,2942,add_to_cart,2023-09-12 23:59:06
605,4587,purchase,2025-01-15 06:44:23
268,26,add_to_cart,2025-01-15 02:41:09
517,903,view,2024-04-25 15:38:26
650,3208,view,2024-05-28 13:05:11
498,4307,view,2025-05-13 05:54:16
75,2853,view,2024-07-27 15:54:07
540,4878,add_to_cart,2025-05-13 05:17:46
