user_id,signup_date
210,2021-10-19
211,2021-06-09
212,2022-02-01
213,2020-09-22
214,2022-01-08
215,2023-03-03
216,2025-02-08
217,2023-12-10
218,2020-12-02
219,2024-07-01
220,2022-07-31
221,2024-11-27
222,2022-10-29
223,2022-08-24
224,2021-08-24
225,2025-07-08
226,2025-04-12
227,2022-02-22
228,2020-09-24
229,2022-05-19
230,2025-05-17
231,2023-07-11
232,2021-07-16
233,2023-03-09
234,2025-04-08
235,2023-01-28
236,2024-07-02
237,2024-09-06
238,2023-09-27
239,2023-06-23
240,2024-08-08
241,2024-09-29
242,2023-10-17
243,2020-10-16
244,2025-04-03
245,2021-05-09
246,2024-01-02
247,2022-05-11
248,2022-02-23
249,2021-08-11
250,2022-01-10
251,2025-03-29
252,2024-04-19
253,2022-09-06
254,2023-09-29
255,2021-06-19
256,2023-08-20
257,2021-12-24
258,2021-07-11
259,2021-07-22
260,2023-06-09
261,2021-03-26
262,2024-06-22
263,2024-10-19
264,2023-06-19
265,2021-10-11
266,2023-05-02
267,2024-07-31
268,2025-01-09
269,2021-02-26
270,2023-08-17
271,2022-05-23
272,2024-02-24
273,2022-03-31
274,2021-04-29
275,2023-07-12
276,2024-11-02
277,2020-12-05
278,2021-12-16
279,2025-06-15
280,2021-07-03
281,2021-12-10
282,2024-01-30
283,2022-12-03
284,2024-07-29
285,2021-03-05
286,2022-10-02
287,2025-01-09
288,2022-11-01
289,2020-10-25
290,2023-11-26
291,2022-06-23
292,2024-07-13
293,2022-02-16
294,2024-08-27
295,2021-06-29
296,2023-05-12
297,2022-03-01
298,2024-06-23
299,2023-11-27
300,2022-05-07
301,2025-05-17
302,2023-04-08
303,2024-04-10
304,2023-11-24
305,2021-09-22
306,2024-05-11
307,2024-02-23
308,2025-05-03
309,2025-06-09
310,2025-01-25
311,2024-07-25
312,2024-07-09
313,2022-07-08
314,2022-01-24
315,2023-03-12
316,2024-10-03
317,2024-02-18
318,2025-03-08
319,2024-02-02
320,2022-12-19
321,2021-07-17
322,2021-05-19
323,2022-04-02
324,2023-01-16
325,2025-02-16
326,2020-12-04
327,2020-12-05
328,2020-09-10
329,2022-09-29
330,2021-12-15
331,2022-11-26
332,2021-04-25
333,2023-01-08
334,2025-06-20
335,2025-07-29
336,2020-09-03
337,2023-11-02
338,2021-09-26
339,2024-05-01
340,2024-08-21
341,2022-06-24
342,2024-12-29
343,2022-08-04
344,2024-03-06
345,2022-04-27
346,2024-04-20
347,2023-01-22
348,2022-05-23
349,2024-09-05
350,2025-01-23
351,2024-02-21
352,2023-09-23
353,2021-11-28
354,2022-12-24
355,2021-06-30
356,2023-01-30
357,2025-05-14
358,2022-07-16
359,2024-11-04
360,2020-11-01
361,2023-11-09
362,2024-02-29
363,2022-08-09
364,2023-07-21
365,2024-08-18
366,2021-03-16
367,2024-02-28
368,2023-08-02
369,2025-04-29
370,2022-03-10
371,2025-07-18
372,2022-05-22
373,2024-02-08
374,2023-07-02
375,2025-02-02
376,2024-05-29
377,2022-02-27
378,2023-05-10
379,2022-09-02
380,2023-04-18
381,2023-09-03
382,2023-07-12
383,2022-07-24
384,2021-04-18
385,2023-04-05
386,2024-08-28
387,2021-12-23
388,2023-02-07
389,2020-11-07
390,2024-04-15
391,2023-02-05
392,2025-05-28
393,2020-10-07
394,2023-02-26
395,2022-07-25
396,2022-11-09
397,2023-10-20
398,2025-04-11
399,2023-09-23
400,2022-12-17
401,2021-05-02
402,2021-05-17
403,2022-08-09
404,2025-04-19
405,2024-06-13
406,2023-06-24
407,2022-07-04
408,2025-04-23
409,2021-05-22
410,2022-05-02
411,2021-03-19
412,2020-10-13
413,2024-11-16
414,2022-05-16
415,2021-10-10
416,2023-10-03
417,2023-08-04
418,2023-05-09
419,2024-04-27
420,2020-12-14
421,2021-01-12
422,2022-09-18
423,2024-10-12
424,2021-09-23
425,2023-10-28
426,2025-05-23
427,2020-11-08
428,2023-12-27
429,2022-09-11
430,2023-04-20
431,2022-08-04
432,2022-07-21
433,2024-02-28
434,2023-02-12
435,2022-03-21
436,2023-05-12
437,2023-10-10
438,2024-08-23
439,2024-03-11
440,2024-08-12
441,2023-08-04
442,2022-12-11
443,2024-05-02
444,2023-12-19
445,2023-03-15
446,2024-04-04
447,2024-11-05
448,2024-02-13
449,2022-08-30
450,2023-10-15
451,2020-09-27
452,2021-03-10
453,2021-05-04
454,2021-12-27
455,2024-03-13
456,2021-08-08
457,2021-02-15
458,2024-07-09
459,2024-01-27
460,2022-12-15
461,2025-01-27
462,2025-02-25
463,2023-11-09
464,2020-11-10
465,2023-07-23
466,2023-01-11
467,2022-07-10
468,2023-08-22
469,2021-03-03
470,2023-04-13
471,2023-03-14
472,2020-10-11
473,2024-04-15
474,2023-01-10
475,2025-03-11
476,2020-10-21
477,2021-08-02
478,2022-08-16
479,2025-07-01
480,2023-07-19
481,2022-08-22
482,2022-11-21
483,2025-07-27
484,2021-03-02
485,2023-09-12
486,2020-12-10
487,2021-04-01
488,2023-04-11
489,2023-06-27
490,2022-06-08
491,2023-08-15
492,2021-03-16
493,2020-11-23
494,2023-01-20
495,2023-03-23
496,2021-03-08
497,2021-03-03
498,2022-05-24
499,2022-12-21
500,2023-02-17
501,2025-07-21
502,2021-11-22
503,2020-09-11
504,2023-08-15
505,2025-05-08
506,2024-07-22
507,2023-06-01
508,2021-12-21
509,2020-11-19
510,2023-04-01
511,2021-03-02
512,2021-04-03
513,2023-05-24
514,2024-09-16
515,2020-08-30
516,2024-06-19
517,2022-04-26
518,2021-05-06
519,2022-03-05
520,2023-12-08
521,2024-07-11
522,2024-10-11
523,2024-04-13
524,2023-03-29
525,2022-05-15
526,2022-12-04
527,2023-02-26
528,2020-11-10
529,2024-09-18
530,2024-03-12
531,2025-07-29
532,2021-04-02
533,2022-06-26
534,2023-02-27
535,2024-01-28
536,2024-01-20
537,2024-10-27
538,2023-07-26
539,2024-11-02
540,2024-10-19
541,2022-11-17
542,2022-01-04
543,2025-01-23
544,2021-09-19
545,2021-03-18
546,2021-07-21
547,2023-05-23
548,2021-08-22
549,2021-04-04
550,2023-04-24
551,2023-04-02
552,2025-08-23
553,2023-11-29
554,2021-06-13
555,2024-10-30
556,2024-11-11
557,2022-05-14
558,2021-05-13
559,2023-12-09
560,2020-11-20
561,2024-11-21
562,2021-03-15
563,2024-10-01
564,2023-11-06
565,2023-12-03
566,2023-09-27
567,2021-01-17
568,2021-12-26
569,2021-11-19
570,2023-09-08
571,2023-11-23
572,2021-07-05
573,2023-11-09
574,2025-07-20
575,2024-05-24
576,2024-08-18
577,2023-04-29
578,2022-10-17
579,2022-11-08
580,2022-08-29
581,2020-09-13
582,2023-07-25
583,2024-06-27
584,2023-01-02
585,2021-07-14
586,2020-09-02
587,2023-07-29
588,2024-07-07
589,2021-08-16
590,2021-03-21
591,2023-04-10
592,2021-04-10
593,2024-10-29
594,2022-03-04
595,2021-12-27
596,2021-01-07
597,2025-07-30
598,2024-12-04
599,2021-03-28
600,2023-11-07
601,2022-08-14
602,2024-06-14
603,2023-02-12
604,2022-11-02
605,2025-04-04
606,2021-07-13
607,2023-12-03
608,2024-10-28
609,2024-09-01
610,2022-06-13
611,2023-11-16
612,2022-02-02
613,2023-08-11
614,2023-10-31
615,2022-10-31
616,2024-11-16
617,2022-09-02
618,2021-07-24
619,2021-11-18
620,2022-07-08
621,2023-08-08
622,2024-04-06
623,2022-09-22
624,2024-04-14
625,2021-08-05
626,2022-05-17
627,2023-09-15
628,2022-06-10
629,2021-10-18
630,2024-01-28
631,2020-09-03
632,2021-02-04
633,2023-08-11
634,2024-04-20
635,2024-08-07
636,2021-02-26
637,2021-02-05
638,2022-10-10
639,2025-04-24
640,2020-10-14
641,2023-03-19
642,2024-08-14
643,2022-10-28
644,2023-07-19
645,2024-01-15
646,2021-09-16
647,2023-12-11
648,2021-09-08
649,2022-12-03
650,2021-07-19
651,2021-04-13
652,2024-08-16
653,2025-03-19
654,2022-04-26
655,2022-09-07
656,2023-09-02
657,2025-05-06
658,2021-10-29
659,2025-02-27
660,2024-08-12
661,2024-03-02
662,2021-04-25
663,2021-03-26
664,2021-06-28
665,2025-08-26
666,2025-03-12
667,2025-01-05
668,2024-07-05
669,2025-07-14
670,2024-01-31
671,2020-12-15
672,2022-09-16
673,2025-01-07
674,2024-10-25
675,2022-09-09
676,2025-06-26
677,2025-01-24
678,2023-05-10
679,2023-08-02
680,2024-06-21
681,2024-10-13
682,2022-03-09
683,2021-03-23
684,2023-09-25
685,2024-07-21
686,2021-06-10
687,2023-09-14
688,2025-08-03
689,2024-09-25
690,2022-07-02
691,2025-05-03
692,2023-12-11
693,2022-04-01
694,2022-02-09
695,2025-04-18
696,2023-06-19
697,2023-06-01
698,2021-06-23
699,2025-07-26
700,2021-03-19
701,2024-01-16
702,2022-04-27
703,2025-01-01
704,2024-01-15
705,2022-03-10
706,2022-09-22
707,2022-07-30
708,2024-07-02
709,2023-02-12
710,2023-06-18
711,2023-01-03
712,2024-02-06
713,2021-01-01
714,2021-06-03
715,2025-02-12
716,2024-01-15
717,2022-04-03
718,2021-03-06
719,2023-09-22
720,2020-12-16
721,2023-01-12
722,2022-05-19
723,2020-09-29
724,2023-02-07
725,2021-09-24
726,2022-09-04
727,2025-04-08
728,2024-07-06
729,2025-02-13
730,2021-12-05
731,2022-09-18
732,2025-05-11
733,2020-10-16
734,2020-12-30
735,2024-04-04
736,2023-06-29
737,2022-06-16
738,2020-10-15
739,2022-06-19
740,2022-05-31
741,2020-11-11
742,2024-04-06
743,2024-03-02
744,2021-11-19
745,2025-03-26
746,2023-11-08
747,2022-03-24
748,2024-12-16
749,2024-04-27
750,2022-07-21
751,2021-03-26
752,2022-09-20
753,2022-02-15
754,2024-04-06
755,2021-11-27
756,2024-10-18
757,2024-06-02
758,2021-04-27
759,2021-03-04
760,2023-08-05
761,2023-04-07
762,2022-11-30
763,2022-03-07
764,2023-01-22
765,2021-09-24
766,2023-08-17
767,2023-11-09
768,2021-06-19
769,2022-06-21
770,2022-03-16
771,2024-02-06
772,2024-09-22
773,2025-02-08
774,2020-09-24
775,2021-04-05
776,2023-12-30
777,2021-03-13
778,2024-02-21
779,2020-09-16
780,2024-02-05
781,2021-09-13
782,2021-04-08
783,2020-09-29
784,2022-04-24
785,2021-08-15
786,2023-02-12
787,2024-05-02
788,2021-11-06
789,2024-02-08
790,2023-09-06
791,2024-09-23
792,2021-07-30
793,2025-03-21
794,2023-09-14
795,2023-07-23
796,2025-04-20
797,2022-03-16
798,2022-12-17
799,2024-03-14
800,2020-09-11
801,2021-08-24
802,2023-12-17
803,2025-02-24
804,2021-02-03
805,2023-02-02
806,2023-06-17
807,2025-08-06
808,2024-04-23
809,2020-12-31
810,2022-04-30
811,2021-02-03
812,2021-12-21
813,2021-08-30
814,2025-06-06
815,2024-06-23
816,2025-07-23
817,2022-01-15
818,2021-03-25
819,2024-02-28
820,2025-04-22
821,2025-01-23
822,2022-04-11
823,2022-06-29
824,2022-07-09
825,2023-03-03
826,2023-05-05
827,2024-11-17
828,2022-09-13
829,2021-10-27
830,2022-12-21
831,2024-06-11
832,2021-08-29
833,2021-10-24
834,2020-10-29
835,2021-08-06
836,2024-10-22
837,2024-05-20
838,2022-05-21
839,2023-02-01
840,2023-03-09
841,2025-03-15
842,2021-07-08
843,2021-11-17
844,2023-10-25
845,2022-05-14
846,2022-01-21
847,2023-11-02
848,2022-02-03
849,2024-09-21
850,2023-08-15
851,2021-02-25
852,2020-10-17
853,2023-01-02
854,2022-03-25
855,2022-10-02
856,2022-06-09
857,2023-09-13
858,2025-08-26
859,2024-10-10
860,2024-01-02
861,2023-01-22
862,2025-01-12
863,2021-05-19
864,2021-03-15
865,2025-03-31
866,2024-03-31
867,2021-01-19
868,2022-01-30
869,2021-01-28
870,2022-01-23
871,2023-01-10
872,2021-05-02
873,2025-04-06
874,2025-05-24
875,2021-08-14
876,2021-01-29
877,2020-12-14
878,2021-05-11
879,2023-10-22
880,2022-12-27
881,2022-09-19
882,2024-03-08
883,2024-05-07
884,2020-10-15
885,2025-05-13
886,2022-11-14
887,2025-05-18
888,2023-06-23
889,2020-09-25
890,2020-12-15
891,2022-11-20
892,2024-03-14
893,2025-04-19
894,2025-02-12
895,2024-07-03
896,2022-07-29
897,2020-11-15
898,2022-10-20
899,2022-06-08
900,2021-02-26
901,2025-08-24
902,2024-12-08
903,2024-04-17
904,2022-07-15
905,2021-04-18
906,2022-12-09
907,2025-08-24
908,2025-02-11
909,2020-10-06
910,2021-05-13
911,2023-11-07
912,2020-12-29
913,2022-09-29
914,2020-10-01
915,2023-03-24
916,2025-01-13
917,2020-10-21
918,2022-05-30
919,2024-04-03
920,2025-03-16
921,2024-06-30
922,2022-07-11
923,2022-09-19
924,2023-01-11
925,2022-10-05
926,2022-03-13
927,2023-06-24
928,2020-11-26
929,2023-06-27
930,2024-12-02
931,2021-11-30
932,2020-08-27
933,2025-08-07
934,2021-07-11
935,2022-06-02
936,2022-04-22
937,2022-12-02
938,2022-02-26
939,2023-01-08
940,2025-06-30
941,2020-08-29
942,2022-11-02
943,2021-06-30
944,2022-12-05
945,2022-08-12
946,2023-03-12
947,2021-08-05
948,2025-03-12
949,2022-04-11
950,2021-12-27
951,2025-06-22
952,2023-04-21
953,2024-03-27
954,2021-12-27
955,2021-07-01
956,2021-02-18
957,2022-02-17
958,2023-05-15
959,2024-07-13
960,2020-12-06
961,2025-04-17
962,2025-04-27
963,2025-02-28
964,2022-09-05
965,2021-09-17
966,2021-04-12
967,2025-03-16
968,2021-05-25
969,2021-12-01
970,2022-10-30
971,2024-09-07
972,2021-05-17
973,2022-12-22
974,2021-07-17
975,2025-01-26
976,2024-02-25
977,2023-11-01
978,2023-03-11
979,2025-08-23
980,2021-03-06
981,2024-08-10
982,2022-08-16
983,2025-04-21
984,2024-05-30
985,2021-05-21
986,2025-08-20
987,2022-04-13
988,2020-10-30
989,2022-08-30
990,2024-01-20
991,2023-11-14
992,2021-07-03
993,2024-01-07
994,2024-06-13
995,2024-01-31
996,2021-08-04
997,2024-08-21
998,2022-11-12
999,2023-11-01
1000,2024-01-11
