user_id,signup_date
332,2022-08-17
333,2022-02-15
334,2023-01-06
335,2024-02-13
336,2022-11-25
337,2021-05-03
338,2024-01-16
339,2023-01-06
340,2021-10-16
341,2022-06-04
342,2024-02-10
343,2025-02-20
344,2024-01-06
345,2024-10-05
346,2022-03-23
347,2025-07-05
348,2025-03-05
349,2023-02-04
350,2023-02-24
351,2024-11-26
352,2025-03-31
353,2022-01-14
354,2021-04-06
355,2023-06-26
356,2023-07-28
357,2025-05-08
358,2023-06-25
359,2020-10-11
360,2023-09-20
361,2024-06-28
362,2025-03-19
363,2020-09-26
364,2025-01-18
365,2020-11-27
366,2023-12-20
367,2024-11-14
368,2024-09-09
369,2021-08-01
370,2024-10-26
371,2023-09-19
372,2022-10-17
373,2023-01-23
374,2022-11-18
375,2024-12-05
376,2021-01-30
377,2023-12-27
378,2024-09-02
379,2024-01-13
380,2024-08-09
381,2021-03-26
382,2022-03-21
383,2023-12-16
384,2023-09-14
385,2024-05-23
386,2021-02-01
387,2021-03-12
388,2024-02-28
389,2020-10-21
390,2022-08-25
391,2024-06-11
392,2024-02-18
393,2021-06-10
394,2023-11-23
395,2025-03-16
396,2024-11-02
397,2022-03-19
398,2021-04-03
399,2023-10-22
400,2021-04-04
401,2023-11-27
402,2024-01-25
403,2022-08-30
404,2022-08-26
405,2021-04-17
406,2020-09-08
407,2024-03-12
408,2020-12-01
409,2022-01-06
410,2023-04-24
411,2021-01-01
412,2021-08-29
413,2022-02-19
414,2022-12-09
415,2023-08-22
416,2023-09-02
417,2022-02-03
418,2023-05-11
419,2022-05-19
420,2024-09-11
421,2024-09-07
422,2022-09-09
423,2021-12-25
424,2023-05-30
425,2023-02-22
426,2025-06-06
427,2024-02-23
428,2023-11-11
429,2024-03-06
430,2025-05-27
431,2022-06-30
432,2023-02-21
433,2024-06-14
434,2021-11-02
435,2021-12-14
436,2024-12-25
437,2024-05-31
438,2021-06-20
439,2021-12-18
440,2023-07-04
441,2025-08-11
442,2025-01-25
443,2020-10-07
444,2020-09-07
445,2022-03-23
446,2025-01-07
447,2024-01-01
448,2022-03-27
449,2022-07-26
450,2022-11-13
451,2024-07-10
452,2024-08-31
453,2024-08-07
454,2023-07-05
455,2021-10-05
456,2023-09-20
457,2023-06-02
458,2025-08-13
459,2024-11-28
460,2023-07-04
461,2022-06-19
462,2025-06-08
463,2023-06-22
464,2023-09-20
465,2023-05-18
466,2022-08-25
467,2025-05-11
468,2022-09-24
469,2024-06-15
470,2023-04-25
471,2025-07-01
472,2022-04-22
473,2022-06-30
474,2025-07-31
475,2024-05-20
476,2021-09-03
477,2022-09-06
478,2022-09-24
479,2024-05-30
480,2025-06-04
481,2021-04-20
482,2022-12-02
483,2023-11-12
484,2024-06-12
485,2021-12-17
486,2021-04-29
487,2021-01-16
488,2020-11-24
489,2024-01-14
490,2021-02-11
491,2022-03-10
492,2024-09-17
493,2023-11-28
494,2025-02-01
495,2023-05-06
496,2024-04-16
497,2021-11-09
498,2022-09-16
499,2021-10-21
500,2025-06-15
501,2025-04-12
502,2025-05-26
503,2023-10-16
504,2022-01-21
505,2022-09-30
506,2021-06-20
507,2021-11-03
508,2022-10-25
509,2025-08-18
510,2022-08-12
511,2024-09-23
512,2024-12-05
513,2025-04-22
514,2021-03-31
515,2021-09-25
516,2024-12-23
517,2023-01-11
518,2023-09-01
519,2024-06-23
520,2023-05-07
521,2024-01-04
522,2024-05-10
523,2021-11-14
524,2025-01-19
525,2023-09-08
526,2025-01-04
527,2020-12-23
528,2021-05-11
529,2021-09-12
530,2025-01-24
531,2024-05-28
532,2021-02-25
533,2021-12-03
534,2024-02-17
535,2020-11-07
536,2021-08-29
537,2023-01-17
538,2023-05-28
539,2022-11-25
540,2023-12-11
541,2022-12-20
542,2020-11-01
543,2023-04-21
544,2023-09-12
545,2021-04-09
546,2022-08-26
547,2022-06-18
548,2025-07-28
549,2023-01-01
550,2025-01-20
551,2023-01-05
552,2022-05-27
553,2023-10-12
554,2020-12-10
555,2024-02-28
556,2022-03-20
557,2022-04-21
558,2022-05-18
559,2023-03-30
560,2020-11-23
561,2022-09-02
562,2025-08-22
563,2025-04-10
564,2021-11-03
565,2025-08-11
566,2021-10-10
567,2024-01-12
568,2022-02-14
569,2024-01-05
570,2025-01-02
571,2021-09-06
572,2020-10-30
573,2020-11-24
574,2025-04-02
575,2023-10-26
576,2023-11-23
577,2024-10-24
578,2023-07-10
579,2020-10-26
580,2025-08-01
581,2022-09-19
582,2022-11-10
583,2021-03-10
584,2023-03-09
585,2024-11-01
586,2021-11-26
587,2023-10-16
588,2021-11-07
589,2022-04-29
590,2023-05-07
591,2024-06-15
592,2023-03-29
593,2022-02-11
594,2024-08-14
595,2024-09-08
596,2021-07-11
597,2022-07-29
598,2023-10-10
599,2021-05-30
600,2024-06-09
601,2020-10-25
602,2023-03-29
603,2023-03-22
604,2023-10-21
605,2022-01-17
606,2021-04-09
607,2022-01-10
608,2021-10-21
609,2025-02-23
610,2024-09-11
611,2022-06-04
612,2023-04-27
613,2023-05-20
614,2021-02-12
615,2023-05-11
616,2023-01-04
617,2023-02-17
618,2024-12-10
619,2021-10-04
620,2025-02-01
621,2023-11-10
622,2021-05-20
623,2022-10-31
624,2025-08-12
625,2022-06-03
626,2021-09-28
627,2023-10-27
628,2025-05-19
629,2023-01-04
630,2021-03-20
631,2021-07-30
632,2023-02-02
633,2020-09-30
634,2022-10-01
635,2023-11-27
636,2022-11-24
637,2023-11-14
638,2021-11-22
639,2024-01-18
640,2023-12-13
641,2022-11-22
642,2020-12-13
643,2024-08-14
644,2020-11-16
645,2024-08-09
646,2023-04-07
647,2025-08-11
648,2023-06-07
649,2024-06-04
650,2020-11-21
651,2024-07-10
652,2023-06-07
653,2020-12-19
654,2023-12-30
655,2022-10-10
656,2024-11-10
657,2021-02-11
658,2022-12-08
659,2023-10-12
660,2023-09-06
661,2024-07-01
662,2023-10-10
663,2021-07-30
664,2020-09-28
665,2023-12-10
666,2021-10-13
667,2024-06-14
668,2024-02-16
669,2025-04-01
670,2022-10-09
671,2022-09-01
672,2025-08-28
673,2023-11-10
674,2025-02-26
675,2021-10-28
676,2025-04-09
677,2021-04-05
678,2022-08-31
679,2024-12-01
680,2024-02-22
681,2024-07-18
682,2025-05-13
683,2022-04-30
684,2022-12-09
685,2023-03-31
686,2025-06-28
687,2024-08-31
688,2022-05-12
689,2021-03-12
690,2021-08-24
691,2022-08-18
692,2023-12-27
693,2024-07-11
694,2023-06-24
695,2022-09-18
696,2025-03-20
697,2022-08-03
698,2022-08-29
699,2021-12-26
700,2023-05-02
701,2021-07-19
702,2020-10-17
703,2025-08-11
704,2022-11-09
705,2023-01-18
706,2024-08-02
707,2021-01-18
708,2024-09-25
709,2023-12-16
710,2021-09-15
711,2021-03-12
712,2025-02-06
713,2021-06-14
714,2023-10-04
715,2024-07-24
716,2023-09-05
717,2022-10-25
718,2021-03-28
719,2024-12-30
720,2024-10-26
721,2023-04-27
722,2021-02-09
723,2022-08-27
724,2025-05-25
725,2021-02-09
726,2021-07-19
727,2021-08-14
728,2020-12-08
729,2021-11-23
730,2022-08-29
731,2021-05-19
732,2024-06-21
733,2025-02-25
734,2023-05-05
735,2023-04-15
736,2024-12-27
737,2021-08-10
738,2023-02-02
739,2021-07-14
740,2021-08-29
741,2023-02-22
742,2020-10-17
743,2021-11-12
744,2021-03-11
745,2023-09-09
746,2025-04-21
747,2020-09-27
748,2024-05-09
749,2025-04-29
750,2022-04-23
751,2023-01-13
752,2024-11-12
753,2023-05-12
754,2025-04-12
755,2021-09-08
756,2020-10-07
757,2022-10-23
758,2021-05-20
759,2021-01-25
760,2020-11-19
761,2021-10-30
762,2020-10-08
763,2021-07-15
764,2020-09-22
765,2024-08-10
766,2023-11-15
767,2021-11-16
768,2022-04-09
769,2024-05-13
770,2021-09-21
771,2025-03-11
772,2023-11-16
773,2021-11-29
774,2024-11-29
775,2024-06-22
776,2023-02-08
777,2023-06-11
778,2021-01-19
779,2024-01-29
780,2023-07-02
781,2023-05-18
782,2023-03-19
783,2025-08-06
784,2025-05-23
785,2022-03-13
786,2022-02-04
787,2025-06-04
788,2024-03-18
789,2023-08-10
790,2021-01-03
791,2020-11-26
792,2022-11-19
793,2023-10-08
794,2022-07-21
795,2021-03-07
796,2023-06-29
797,2021-03-04
798,2020-11-11
799,2022-11-23
800,2025-02-27
801,2024-11-13
802,2020-11-09
803,2024-07-10
804,2024-11-29
805,2024-11-20
806,2022-06-28
807,2022-09-21
808,2023-04-28
809,2023-02-02
810,2024-12-03
811,2021-05-28
812,2022-10-18
813,2023-09-28
814,2022-09-17
815,2025-04-24
816,2021-11-22
817,2023-11-13
818,2025-08-16
819,2023-07-09
820,2024-08-10
821,2025-04-06
822,2022-08-20
823,2021-10-28
824,2022-04-20
825,2020-10-02
826,2024-10-08
827,2020-09-24
828,2023-03-27
829,2024-03-10
830,2023-01-06
831,2021-06-01
832,2023-03-21
833,2024-10-15
834,2021-06-27
835,2024-04-02
836,2022-03-11
837,2025-01-13
838,2022-12-05
839,2025-02-15
840,2024-08-14
841,2023-02-10
842,2022-02-08
843,2023-11-08
844,2022-05-13
845,2024-02-22
846,2023-12-11
847,2021-08-06
848,2022-03-11
849,2023-11-17
850,2021-02-04
851,2020-08-30
852,2025-04-19
853,2023-05-27
854,2025-06-22
855,2024-12-13
856,2022-10-03
857,2022-11-21
858,2021-12-18
859,2021-12-17
860,2025-05-19
861,2022-04-06
862,2023-02-17
863,2023-05-31
864,2020-10-10
865,2021-10-22
866,2022-01-27
867,2020-11-24
868,2023-04-05
869,2021-09-05
870,2024-12-31
871,2025-01-21
872,2022-08-20
873,2021-01-06
874,2022-06-18
875,2024-08-19
876,2022-10-12
877,2024-03-16
878,2023-11-07
879,2024-10-20
880,2020-11-30
881,2022-02-17
882,2023-12-17
883,2022-09-18
884,2023-04-19
885,2021-12-30
886,2024-04-13
887,2021-06-01
888,2020-11-29
889,2024-01-08
890,2024-07-19
891,2021-09-06
892,2025-01-22
893,2021-09-28
894,2024-12-20
895,2022-09-02
896,2024-11-19
897,2020-08-31
898,2022-06-27
899,2024-12-12
900,2022-04-21
901,2023-06-04
902,2020-12-20
903,2023-01-03
904,2020-09-21
905,2022-09-29
906,2022-04-02
907,2023-11-30
908,2024-09-15
909,2024-05-30
910,2025-03-18
911,2022-05-02
912,2021-05-02
913,2022-05-01
914,2022-06-24
915,2023-06-09
916,2025-07-27
917,2025-06-26
918,2024-04-05
919,2021-09-29
920,2021-11-15
921,2025-08-21
922,2022-01-25
923,2023-09-12
924,2023-04-27
925,2024-04-11
926,2020-12-13
927,2024-10-11
928,2021-04-19
929,2024-04-26
930,2022-02-24
931,2025-06-12
932,2024-06-03
933,2025-02-13
934,2023-04-18
935,2025-03-14
936,2020-09-27
937,2024-10-13
938,2024-08-24
939,2021-06-23
940,2021-06-15
941,2024-04-22
942,2023-07-09
943,2021-05-20
944,2023-09-01
945,2021-04-08
946,2024-09-19
947,2022-12-07
948,2025-03-06
949,2022-12-01
950,2021-10-28
951,2023-02-18
952,2023-09-10
953,2025-02-18
954,2021-02-13
955,2024-05-02
956,2021-07-11
957,2023-11-13
958,2024-02-07
959,2022-10-26
960,2022-09-21
961,2021-07-07
962,2021-01-27
963,2021-07-17
964,2020-09-20
965,2021-06-29
966,2024-06-21
967,2021-11-21
968,2025-08-16
969,2023-10-03
970,2022-11-19
971,2021-03-11
972,2025-01-23
973,2022-12-22
974,2020-09-05
975,2024-01-24
976,2025-03-05
977,2023-01-10
978,2023-12-07
979,2022-08-07
980,2021-10-10
981,2021-02-25
982,2023-10-13
983,2021-09-13
984,2021-01-29
985,2025-01-29
986,2021-05-28
987,2023-06-22
988,2023-05-20
989,2023-10-15
990,2022-10-14
991,2024-12-20
992,2024-01-24
993,2023-08-29
994,2024-08-30
995,2023-09-10
996,2021-12-20
997,2021-11-27
998,2020-11-21
999,2022-06-11
1000,2025-07-05
