user_id,product_id,rating,timestamp
942,2106,1,2024-09-16 21:19:48
401,4150,1,2023-10-29 03:26:03
910,131,3,2024-02-19 00:42:14
662,287,3,2024-04-23 16:17:07
848,1940,1,2025-01-01 20:47:00
386,2539,1,2023-10-05 09:03:45
792,548,1,2025-04-30 22:58:05
272,2269,1,2023-12-05 13:00:10
253,4992,1,2024-07-21 18:53:37
952,2128,5,2024-08-29 10:36:43
201,2157,1,2025-06-03 16:20:50
623,3264,1,2025-05-16 12:44:48
261,3827,1,2023-09-14 13:31:30
120,4959,1,2024-02-02 10:03:00
146,3963,1,2024-01-20 07:13:08
79,2350,3,2024-09-27 15:20:23
798,2783,1,2025-07-10 17:02:17
649,3501,1,2024-04-18 08:19:52
197,702,5,2024-11-30 06:27:10
733,2383,1,2024-06-26 05:21:01
419,4685,3,2025-05-13 18:36:12
207,1313,1,2024-07-23 22:09:46
247,373,3,2023-11-17 16:00:20
720,5000,3,2024-10-30 09:13:25
254,74,1,2023-10-17 02:05:14
716,1313,1,2024-06-02 16:43:57
496,550,1,2024-04-03 23:22:40
829,1844,1,2024-09-01 19:31:33
881,923,1,2025-04-13 09:25:52
228,4727,1,2025-05-26 04:43:52
218,3255,3,2025-03-15 11:39:01
797,237,3,2025-06-29 16:52:12
23,46,1,2024-11-27 02:01:30
70,4175,1,2024-03-27 21:45:03
197,2877,5,2024-06-02 19:05:56
401,517,3,2024-03-31 03:17:01
219,503,1,2024-03-23 11:22:05
839,1953,1,2024-12-19 04:53:13
726,1903,1,2025-04-10 22:45:21
47,3794,1,2024-08-18 09:43:03
42,582,1,2025-05-03 09:08:22
135,1483,1,2025-07-07 21:33:36
174,1010,1,2025-01-13 21:59:12
670,1020,5,2023-09-20 18:29:11
816,4876,3,2024-11-16 11:25:30
856,2003,3,2023-09-14 03:50:16
232,4479,1,2024-02-18 17:03:23
233,1639,1,2024-12-27 19:00:31
882,4118,5,2024-01-16 10:42:06
941,1903,1,2024-03-29 01:46:06
723,4285,1,2025-01-25 08:52:52
385,618,5,2023-09-11 11:46:22
584,2521,1,2024-05-17 06:22:50
565,1484,1,2024-06-03 10:19:34
213,3776,1,2023-10-13 06:59:08
882,166,3,2025-08-17 07:07:43
457,1585,3,2025-02-08 09:33:14
598,1782,1,2023-11-01 04:35:16
832,560,1,2023-11-08 02:45:08
529,1809,1,2025-01-03 21:50:40
11,2200,1,2024-05-21 02:17:58
948,3111,1,2024-08-26 18:36:01
929,4380,1,2024-05-15 18:02:31
116,969,1,2024-02-22 20:55:03
102,1482,1,2024-04-06 19:26:41
798,3458,1,2024-04-06 11:56:06
269,1520,1,2023-10-26 17:08:09
254,2694,1,2025-02-20 06:21:42
441,2201,1,2024-09-11 20:11:09
852,2208,1,2023-09-30 07:05:46
334,1100,1,2024-09-23 20:06:57
252,1655,1,2024-08-02 05:02:32
563,1857,1,2023-12-03 11:55:23
561,1402,5,2025-04-03 11:23:31
539,1514,1,2024-12-19 02:19:58
79,658,1,2023-12-28 17:02:39
182,861,3,2024-10-31 22:27:36
139,4554,3,2024-11-22 02:18:55
452,969,3,2024-12-04 02:32:24
780,1799,1,2023-09-08 19:16:43
203,2105,5,2024-05-03 16:02:52
815,1114,1,2025-07-25 13:04:11
523,1439,3,2024-06-15 07:00:50
723,1074,1,2024-04-30 00:39:26
723,3979,1,2025-08-12 04:32:04
496,3957,1,2023-11-16 05:19:40
563,308,1,2025-04-19 14:33:02
233,4136,1,2024-08-14 10:25:20
528,987,1,2024-11-10 08:00:45
99,439,1,2024-11-13 11:35:43
42,4716,5,2024-05-06 17:45:22
213,2173,1,2023-11-09 17:40:37
814,475,1,2025-03-08 10:22:05
149,1684,1,2023-09-28 11:39:49
525,1766,1,2024-02-26 21:32:25
678,270,1,2025-06-28 05:41:54
303,2049,1,2023-09-14 21:24:55
250,2479,3,2024-02-03 05:32:42
141,2853,1,2024-02-17 00:07:21
673,213,1,2025-07-27 14:36:06
258,1372,5,2024-10-24 12:03:44
860,2319,5,2024-01-26 15:19:42
730,3546,1,2025-03-08 22:09:43
213,1328,5,2024-06-09 05:26:32
662,3903,3,2025-07-30 21:18:07
426,3451,1,2023-12-20 23:31:37
91,3555,1,2023-12-16 14:32:35
676,4745,1,2023-10-04 14:18:15
197,3036,1,2025-07-13 21:31:15
380,331,1,2024-09-10 10:32:12
953,2728,1,2025-04-12 18:56:09
34,779,1,2024-11-14 06:30:11
197,1897,3,2024-09-02 21:11:57
342,2476,1,2025-08-25 07:01:51
147,14,1,2024-06-11 19:00:00
241,2039,1,2024-07-21 11:04:51
203,1996,1,2023-09-01 14:51:42
727,1876,1,2024-11-26 08:29:34
244,1927,3,2023-10-10 04:42:42
333,3972,1,2024-07-17 23:31:53
748,157,1,2025-01-11 15:12:58
435,1045,1,2025-02-01 16:15:21
681,1094,1,2024-03-05 05:20:19
913,1431,1,2025-01-25 19:08:36
31,3782,3,2025-03-15 15:07:54
92,4534,1,2024-02-20 14:59:25
170,863,1,2023-10-26 03:18:56
392,4867,1,2025-01-27 15:52:26
947,4076,3,2025-01-10 12:27:16
838,3439,1,2025-06-22 02:10:25
162,2347,1,2024-03-03 01:35:20
309,2263,1,2025-03-23 12:00:36
660,108,3,2025-01-25 16:45:03
860,3069,1,2024-03-04 19:48:29
471,2628,1,2025-05-25 04:22:25
122,2704,5,2024-09-11 19:00:13
685,4907,1,2025-01-07 19:13:54
107,331,1,2024-12-16 05:07:40
897,1454,1,2024-09-19 15:12:15
42,472,1,2025-04-30 07:33:11
943,1407,1,2025-01-30 15:11:18
407,1428,3,2024-12-27 02:09:14
950,1723,3,2025-07-10 19:00:53
457,2075,1,2025-02-24 15:36:42
862,4740,1,2025-01-15 00:59:54
997,2628,5,2023-09-03 19:45:25
795,1853,1,2024-12-01 06:25:08
303,2652,1,2024-03-13 13:41:30
426,2179,1,2024-04-21 16:02:25
753,4602,1,2025-04-27 16:58:08
748,4607,1,2024-06-11 21:48:51
129,959,1,2025-04-23 07:31:04
620,4300,1,2025-03-11 00:51:02
527,750,5,2024-11-20 22:26:32
730,2035,1,2023-11-11 23:31:01
867,3789,5,2024-05-07 09:27:11
42,3939,3,2023-12-01 18:42:36
878,971,5,2023-09-05 11:14:33
971,379,1,2025-02-21 03:57:51
684,3509,1,2024-10-15 19:54:54
516,2202,5,2024-04-22 22:08:42
419,4850,1,2024-05-03 11:38:04
89,4685,1,2023-12-23 14:26:38
474,3020,1,2024-04-23 08:30:11
163,2629,1,2023-12-20 20:19:56
404,1506,1,2023-11-25 15:47:28
562,1846,1,2024-04-08 03:46:30
519,3244,1,2024-07-28 17:46:14
261,969,1,2023-11-21 05:59:09
708,2390,5,2025-02-10 22:10:59
412,1749,1,2025-03-03 04:53:45
328,2184,1,2024-01-15 05:46:23
508,532,1,2024-12-05 18:33:41
474,3069,3,2025-01-25 17:20:13
207,3128,1,2023-09-14 23:43:22
141,3015,1,2024-04-23 08:43:57
848,2633,1,2024-01-16 22:58:10
254,3617,3,2024-01-06 00:12:29
122,624,1,2025-01-03 20:26:20
392,2239,1,2023-10-13 00:52:03
238,1138,1,2025-03-06 07:58:39
197,908,1,2024-08-11 23:12:11
254,4326,1,2024-07-12 16:28:26
108,4959,1,2024-08-16 03:13:14
366,4394,1,2025-01-04 05:39:28
458,2644,3,2024-03-28 06:44:38
895,1769,1,2024-02-06 09:19:42
860,3550,1,2024-09-14 14:20:02
275,3624,3,2025-03-10 19:58:57
852,4165,5,2024-08-07 14:05:32
878,3553,3,2023-10-16 07:52:19
877,1392,3,2025-07-01 21:34:55
776,4077,1,2024-03-04 16:02:10
245,3928,3,2024-04-16 17:48:17
371,4653,5,2025-06-27 10:54:44
491,4693,3,2024-01-25 00:12:29
359,4496,3,2023-11-07 17:52:59
365,4960,1,2023-12-18 11:20:35
628,1903,1,2024-05-20 18:25:02
165,2558,1,2025-07-14 06:50:41
423,1437,3,2024-06-07 04:42:14
883,2836,1,2024-04-07 00:12:20
897,3394,1,2025-05-28 23:19:52
141,2913,3,2024-08-03 14:37:48
152,126,1,2025-03-25 20:23:49
334,2379,1,2024-07-30 12:31:06
941,1953,1,2025-04-03 13:37:09
445,3748,1,2025-06-08 18:20:38
416,1482,3,2023-10-27 05:13:35
668,426,1,2024-10-06 23:41:42
903,684,1,2025-08-12 00:36:41
197,2794,1,2024-02-28 10:32:26
161,2346,1,2025-01-26 22:00:52
718,4937,1,2024-11-09 17:57:06
112,2419,1,2025-01-13 15:12:37
576,4412,1,2023-11-13 23:12:52
590,865,1,2024-07-05 22:09:28
58,4188,1,2023-12-06 04:11:11
142,2809,1,2025-07-30 16:34:41
686,4349,3,2025-06-27 18:46:01
239,4001,3,2025-05-17 05:58:22
706,475,1,2025-01-23 05:54:17
24,2539,1,2023-10-09 19:39:03
252,1478,3,2024-01-10 22:37:41
143,550,1,2024-06-24 01:29:12
728,3176,3,2024-04-13 19:08:38
299,168,5,2025-08-06 11:42:21
275,1449,1,2025-06-04 14:42:43
636,2042,1,2025-08-22 18:22:53
93,1254,1,2025-07-22 13:55:46
147,2194,1,2025-06-11 23:47:59
230,4875,1,2023-10-17 09:55:28
326,69,1,2025-06-11 19:28:50
994,1532,1,2025-02-26 14:02:42
321,3285,1,2024-07-08 15:55:20
99,1181,1,2025-04-14 13:50:08
3,4085,1,2024-09-20 15:55:54
188,704,1,2023-12-01 01:35:39
359,2580,1,2024-03-29 11:50:38
151,426,1,2023-09-05 12:00:36
474,4853,1,2025-06-03 11:12:17
785,4990,1,2025-01-07 14:34:19
383,2335,1,2025-03-30 05:58:25
191,4161,5,2024-06-26 07:19:40
493,444,1,2024-01-26 08:08:22
481,1434,3,2025-08-16 06:55:18
975,848,1,2024-10-25 15:07:13
598,2962,1,2024-05-03 23:00:45
748,3224,1,2024-11-04 16:38:36
798,302,1,2025-01-01 03:24:16
233,4467,1,2024-08-02 04:59:05
216,1677,1,2025-08-12 11:41:26
58,3654,3,2024-05-25 14:19:17
316,360,1,2025-06-23 02:53:02
502,3486,3,2025-05-16 05:01:23
553,4942,1,2024-12-30 19:42:18
942,1315,3,2024-05-09 20:25:33
197,3487,1,2025-05-17 12:22:38
87,4209,1,2024-02-16 20:26:38
116,4445,3,2024-07-15 21:26:19
287,465,1,2024-12-21 17:26:55
963,2419,1,2025-06-11 13:19:01
705,4645,1,2023-10-02 13:33:20
248,4534,5,2024-11-24 23:05:32
897,1842,1,2025-08-05 15:23:42
878,4857,1,2025-03-09 00:45:58
507,3440,1,2025-05-30 16:47:49
152,2924,1,2024-06-19 15:51:22
440,2442,1,2024-01-14 04:55:14
199,1593,1,2023-11-06 02:29:22
893,2923,3,2025-05-08 09:29:23
474,1271,1,2024-09-21 19:59:19
213,534,5,2024-10-16 14:27:22
429,460,5,2024-08-02 16:10:57
792,1783,1,2025-03-26 07:18:40
379,1313,1,2024-07-05 04:18:41
835,3197,1,2025-01-12 05:26:01
254,1283,5,2024-04-16 23:50:47
77,634,1,2025-05-04 05:37:18
593,410,1,2024-05-16 02:24:53
477,3423,1,2025-02-06 08:05:31
64,1313,1,2025-05-31 18:18:49
858,2618,5,2025-01-28 05:27:57
203,2899,1,2025-06-21 16:09:20
608,984,1,2025-02-06 19:13:38
550,3458,1,2024-04-11 13:05:07
55,4745,3,2025-08-11 21:22:41
723,1960,1,2024-11-26 08:24:48
382,4990,3,2024-07-14 14:28:28
437,3264,5,2025-06-19 17:39:22
628,4140,1,2024-06-22 20:12:58
174,908,3,2024-03-01 10:00:36
197,1811,1,2025-05-13 01:52:23
825,2205,1,2023-12-21 19:47:26
628,1766,3,2025-05-19 00:36:08
973,632,1,2023-11-28 01:31:17
558,1100,1,2025-07-06 07:09:19
701,4377,1,2024-12-24 18:50:01
723,3095,5,2024-01-04 23:26:55
120,2181,5,2024-01-16 03:26:54
848,2419,1,2025-05-24 20:48:43
315,1301,3,2024-09-10 02:06:11
143,2572,3,2023-11-10 01:27:22
318,4465,1,2025-06-23 07:08:39
242,4336,1,2025-06-06 17:26:46
152,1773,1,2024-04-28 02:54:03
366,451,1,2023-10-06 01:00:11
161,4907,1,2023-12-03 07:24:23
897,1813,1,2024-05-03 00:02:23
380,2905,1,2023-10-27 04:45:26
870,186,1,2025-03-11 22:19:42
365,3113,3,2024-09-24 18:24:11
816,3066,1,2024-05-28 12:19:55
740,1782,1,2024-04-06 04:42:38
820,1901,1,2025-08-02 06:36:06
805,1999,1,2024-01-08 17:26:04
371,3822,3,2024-04-27 04:17:03
527,416,3,2024-12-17 03:31:29
213,2783,3,2023-12-28 20:25:01
767,1767,1,2024-12-19 17:48:15
643,3748,1,2024-11-06 23:26:34
284,2421,1,2024-04-10 21:42:36
75,4530,1,2024-10-01 05:47:00
762,3068,1,2024-09-23 04:50:59
233,1679,3,2024-05-02 15:57:42
482,1918,1,2024-11-07 22:16:03
213,2589,1,2023-11-15 14:27:49
811,4554,5,2025-06-02 06:39:08
528,1769,1,2023-09-20 05:32:41
76,3428,1,2025-01-17 01:43:44
48,4523,1,2024-05-19 03:49:04
703,3583,3,2024-05-24 21:50:53
419,3979,1,2025-03-01 19:26:17
624,774,5,2023-09-25 07:58:50
423,1214,1,2024-09-12 13:15:50
839,4215,1,2025-04-05 10:17:36
953,933,1,2025-06-28 21:16:27
213,1684,1,2024-12-10 01:18:06
7,3398,1,2024-01-04 12:26:56
5,3186,3,2023-12-01 23:39:34
972,3682,3,2024-11-11 06:56:14
661,3499,1,2023-10-03 20:26:50
265,4609,1,2024-12-30 13:39:22
134,4938,1,2025-02-07 05:37:26
879,1617,1,2025-05-03 10:31:58
51,1650,1,2024-06-28 04:55:41
153,2161,3,2024-02-16 15:15:14
359,1903,1,2024-03-27 20:14:06
173,2996,3,2024-04-01 18:03:44
550,3583,1,2024-02-06 00:12:03
470,528,3,2025-06-28 20:37:51
706,1202,1,2023-12-09 02:42:26
638,3161,1,2024-02-06 06:55:30
935,3869,1,2025-05-24 01:12:41
580,2598,1,2024-11-11 07:09:06
342,4069,1,2024-01-31 06:08:31
814,938,1,2024-05-15 22:51:55
585,2940,1,2025-04-11 03:08:26
702,4197,1,2025-01-06 22:41:47
776,410,5,2024-06-18 16:17:51
197,3365,1,2023-09-10 12:59:05
599,4139,1,2025-05-11 10:15:39
870,4962,1,2023-09-23 23:35:12
366,1655,1,2025-01-27 09:40:04
766,1355,5,2025-03-17 15:16:06
82,3234,3,2025-06-25 18:27:14
213,2416,1,2024-10-21 18:11:30
743,1579,1,2024-01-17 07:17:27
429,4274,1,2024-07-27 11:25:29
350,4801,1,2025-04-03 15:00:53
213,338,1,2025-05-20 23:41:01
792,128,3,2025-03-24 02:27:03
989,1854,3,2024-05-05 15:42:14
403,3443,1,2025-08-21 23:14:35
371,2110,1,2024-09-09 13:16:31
41,1433,1,2023-09-25 06:07:41
748,2530,1,2023-09-30 04:51:01
942,4528,3,2024-02-08 01:20:29
758,3896,1,2025-02-23 09:06:24
987,3139,1,2024-08-27 00:22:29
349,2588,1,2024-07-01 16:16:15
852,4728,1,2025-02-07 23:43:49
366,1210,1,2025-04-16 23:38:55
333,3388,1,2024-08-10 10:37:52
43,1212,1,2024-06-12 07:44:08
852,3131,1,2024-07-19 04:02:43
561,2650,1,2024-11-28 00:43:40
317,1977,1,2024-11-08 05:09:13
694,4607,3,2024-12-01 18:00:13
306,644,1,2025-04-23 05:55:10
350,3542,1,2025-07-15 14:29:34
598,4979,1,2025-04-17 12:49:55
699,1330,1,2023-09-26 10:57:43
433,4336,5,2024-06-07 11:58:11
956,1924,1,2025-04-19 14:18:44
723,2825,3,2024-10-01 18:51:12
167,2419,3,2024-07-29 15:12:27
990,345,1,2025-03-08 14:37:36
388,1037,1,2025-06-02 20:40:56
852,460,1,2024-02-12 00:19:35
366,1177,1,2024-11-01 07:42:18
792,746,3,2024-02-13 10:10:00
841,2691,5,2025-03-04 15:48:33
905,749,1,2024-08-28 08:31:04
833,2639,3,2024-01-05 01:38:37
437,1387,1,2024-04-01 02:38:28
403,526,1,2024-10-02 23:46:00
11,3744,1,2024-01-15 01:33:33
740,3019,1,2025-07-19 03:39:37
48,517,1,2024-07-12 00:39:08
99,1100,3,2024-02-11 15:08:53
199,4561,1,2024-07-02 19:28:33
490,1782,1,2023-11-10 18:06:24
423,435,1,2024-05-25 19:14:03
233,2207,1,2024-07-11 04:11:35
465,556,1,2024-08-30 07:15:23
553,1638,3,2024-12-27 23:15:24
203,957,1,2024-10-29 09:05:53
245,1281,1,2023-11-06 11:47:31
748,3284,3,2024-05-01 18:33:00
742,3804,3,2024-09-09 19:45:01
584,3640,5,2024-12-08 22:39:43
758,3356,5,2025-02-08 02:15:39
324,464,1,2025-07-11 21:34:03
562,880,1,2023-09-17 13:09:21
748,1736,3,2024-10-24 00:07:48
730,4313,1,2023-12-02 17:11:46
702,4685,1,2023-12-05 21:53:39
39,3175,1,2025-01-14 09:59:53
42,1179,3,2025-05-09 07:15:35
371,268,1,2024-04-03 21:30:26
839,2658,1,2024-03-25 10:49:53
941,3975,1,2025-08-19 22:21:16
606,831,3,2024-05-15 09:51:06
244,4408,1,2024-08-30 07:44:03
758,1372,1,2025-07-09 22:01:51
277,2790,1,2025-05-04 19:18:07
452,4857,1,2023-10-16 05:15:38
34,4926,1,2024-02-16 00:51:21
754,351,1,2023-10-15 01:30:34
233,174,3,2024-05-07 06:08:33
821,4932,1,2025-03-12 00:58:46
994,4590,1,2025-01-25 15:53:42
972,1872,1,2024-10-02 06:46:02
975,665,5,2024-09-17 20:43:24
162,1698,3,2025-08-28 13:54:06
848,854,3,2024-11-20 01:05:34
699,4207,1,2025-02-23 03:02:18
727,2466,5,2023-11-27 17:17:21
213,4998,1,2024-07-10 12:47:50
748,3351,1,2024-12-09 01:36:49
79,4678,3,2024-10-30 15:56:14
112,1679,1,2025-01-26 07:48:34
997,1463,1,2023-10-01 21:59:12
953,1748,1,2025-01-16 01:36:52
58,1254,5,2024-03-02 12:00:45
112,3650,3,2024-11-28 11:33:46
403,3067,3,2025-05-08 13:18:42
134,46,1,2024-02-27 16:23:00
397,1249,1,2023-12-11 23:55:50
811,1167,5,2024-11-09 13:50:39
233,1105,1,2024-08-11 13:36:53
359,3250,1,2023-11-21 09:15:15
124,342,1,2025-04-23 21:45:14
222,2969,5,2025-07-29 17:20:47
394,2518,1,2023-09-27 07:47:29
12,4461,3,2024-04-19 11:13:16
487,1901,1,2024-02-19 23:25:23
377,678,3,2023-09-11 07:43:27
151,4090,1,2025-02-07 14:01:50
197,2429,1,2024-09-25 22:01:26
193,2619,1,2024-01-21 07:20:11
413,3852,1,2024-01-02 04:32:25
996,4136,3,2023-10-23 10:40:53
584,4992,1,2024-08-07 19:02:57
424,1210,1,2025-01-10 09:20:42
213,1572,5,2024-02-06 11:01:25
673,1129,1,2025-01-24 01:32:44
197,3820,1,2023-10-28 09:21:44
695,1067,5,2024-06-23 08:39:29
841,992,1,2024-06-23 19:15:29
961,4867,3,2024-09-20 04:27:36
973,2500,1,2024-06-21 07:11:24
910,3777,1,2023-09-06 02:23:50
953,4349,5,2024-01-24 20:07:16
701,1521,3,2024-01-07 21:23:44
723,3126,1,2025-08-21 14:47:36
915,942,3,2023-08-30 17:03:06
982,1521,1,2025-01-30 20:36:03
673,3782,1,2025-06-19 17:13:06
699,4139,1,2025-01-20 13:28:35
654,4549,1,2024-12-24 08:31:10
654,4900,1,2024-04-29 22:08:28
808,320,3,2023-10-12 22:34:43
619,2016,1,2024-11-26 10:50:52
780,3442,1,2024-09-18 00:49:22
417,2494,5,2025-01-01 03:50:31
233,1259,1,2024-03-19 13:22:04
843,1482,5,2024-02-01 04:53:49
553,94,3,2025-02-22 00:34:36
649,1382,1,2025-02-17 04:40:19
854,1716,1,2025-01-07 10:50:36
636,2298,1,2024-11-04 14:13:40
634,3777,5,2023-11-16 11:52:07
923,654,1,2025-02-17 03:45:47
199,4424,1,2025-03-19 21:00:54
81,379,3,2025-05-04 12:06:42
290,753,1,2023-10-13 00:53:32
397,3506,1,2024-12-08 18:41:56
7,1621,3,2023-10-08 16:47:47
396,2466,1,2024-09-06 15:34:48
510,2211,5,2025-05-05 06:49:36
491,2367,1,2024-12-18 13:32:50
414,4680,3,2024-10-14 00:45:17
241,1521,1,2024-12-01 05:05:13
399,1163,1,2024-04-07 01:52:28
220,715,1,2024-10-19 16:25:04
197,2697,1,2025-08-21 05:26:08
23,4252,1,2023-09-06 00:38:01
494,4326,1,2024-01-15 08:52:09
142,2617,1,2024-06-02 00:39:00
833,4005,1,2024-11-25 04:15:34
662,1160,3,2024-05-11 23:59:10
865,2156,3,2023-09-19 08:03:54
327,1683,3,2024-05-28 21:57:33
847,4583,1,2024-12-31 00:47:45
685,157,1,2025-06-07 10:19:37
893,2303,3,2024-04-02 12:06:15
125,2450,1,2024-11-25 06:10:25
839,3128,3,2024-01-07 20:22:54
52,1533,3,2024-08-11 09:02:16
52,4772,1,2025-04-12 13:10:16
629,1269,3,2024-08-10 17:23:07
916,3472,1,2024-09-18 20:10:34
585,4046,1,2023-11-08 20:31:29
248,4486,1,2024-11-16 16:03:41
490,3033,1,2025-05-22 14:46:58
568,2979,1,2024-01-11 18:03:31
787,3019,3,2025-08-10 01:45:49
149,1885,3,2023-12-24 15:31:05
343,936,3,2024-04-05 10:33:14
912,326,1,2025-08-03 22:22:13
964,460,3,2024-08-22 00:53:16
716,3396,1,2023-12-11 07:26:32
672,2447,3,2024-01-11 09:30:28
820,1889,1,2025-08-22 19:03:22
276,2613,1,2023-09-30 23:40:03
760,4716,3,2024-11-26 17:42:57
578,2154,1,2025-04-21 18:08:24
967,3989,1,2024-09-12 22:52:24
201,3971,3,2024-05-07 09:48:06
157,4061,3,2023-09-13 17:46:40
116,4240,3,2025-05-12 16:45:19
635,79,1,2023-09-01 23:01:28
708,1442,1,2025-01-27 13:34:33
598,2795,1,2025-06-11 17:54:00
654,2147,1,2025-02-02 20:00:30
22,2339,3,2024-05-24 16:53:25
285,90,1,2024-07-26 17:09:05
571,338,3,2025-02-24 16:34:15
776,1709,3,2024-01-08 04:31:41
79,866,1,2024-06-10 18:28:05
580,4878,1,2024-09-22 11:31:43
853,107,1,2024-01-19 23:44:15
735,1559,1,2023-09-23 07:45:33
994,4473,1,2024-07-22 08:24:05
580,4025,1,2024-01-04 16:39:50
607,3136,1,2023-11-04 13:33:43
316,4912,1,2024-08-08 04:40:58
458,1269,1,2024-09-02 01:40:00
43,3039,1,2025-02-16 21:04:51
359,1839,3,2023-11-12 19:33:36
117,2200,1,2025-05-09 23:05:07
241,1701,1,2024-05-21 22:41:35
458,3683,3,2023-11-15 00:00:07
132,4026,1,2024-04-24 21:15:58
841,2488,5,2024-08-12 10:08:56
47,1464,1,2024-03-11 12:50:24
380,1479,3,2023-09-19 07:13:21
520,749,1,2025-06-24 01:42:42
213,3430,3,2023-11-11 14:13:09
654,1025,1,2024-05-20 06:38:05
636,4675,1,2025-08-12 02:52:37
29,4297,1,2025-05-28 21:38:30
213,3886,3,2025-05-28 21:42:56
886,2696,5,2023-11-01 10:03:42
440,1846,1,2025-02-06 05:14:54
366,2026,3,2024-10-13 14:48:38
185,4367,5,2024-10-08 07:59:18
129,2123,3,2024-11-28 18:23:09
835,2609,1,2023-09-01 11:25:11
151,3365,1,2025-02-18 12:11:34
371,4984,1,2024-12-10 18:58:11
524,1269,1,2024-05-21 07:37:17
64,1947,3,2024-04-07 19:17:39
537,2558,1,2025-06-07 21:35:16
359,2173,1,2024-09-23 06:38:22
896,2207,1,2023-11-11 11:52:47
776,971,3,2024-04-18 05:09:27
758,3617,1,2025-07-17 01:40:25
755,1110,3,2025-03-18 15:47:56
429,2287,5,2025-04-10 18:04:46
765,415,3,2024-12-26 13:36:12
65,4875,5,2024-05-26 11:42:57
445,2784,1,2024-10-21 03:49:58
203,107,1,2024-11-17 15:43:49
417,250,1,2025-05-23 12:42:37
185,1170,1,2024-08-03 15:45:58
811,3224,1,2024-03-29 21:24:17
852,1782,1,2024-05-30 00:27:46
252,2891,5,2025-02-04 11:21:17
233,4420,1,2024-01-15 16:59:54
137,2355,1,2025-01-04 07:20:18
878,1297,1,2024-11-29 13:15:15
584,2740,5,2024-11-05 09:55:09
118,4492,3,2024-04-24 04:21:59
752,4882,1,2024-10-02 00:53:39
702,1200,1,2024-03-19 22:10:59
575,2954,5,2023-09-14 13:53:22
142,2254,3,2024-12-28 23:57:09
691,3963,1,2024-11-24 02:22:43
141,103,1,2025-08-28 17:52:40
937,3083,3,2024-05-06 22:10:02
881,2686,1,2025-06-09 07:59:06
821,4302,1,2024-01-24 20:00:55
420,3019,5,2025-06-06 00:56:12
482,1163,1,2025-02-08 00:41:30
207,539,3,2024-04-24 01:05:54
544,545,3,2025-05-21 21:59:22
878,3050,1,2024-07-19 17:00:38
162,119,1,2023-11-28 12:32:34
197,1637,1,2024-05-08 20:42:48
873,4215,1,2024-12-13 07:47:22
727,1210,3,2024-03-11 18:30:00
967,4672,1,2024-04-27 04:54:11
365,2926,3,2023-12-16 18:03:43
594,4661,1,2025-05-07 18:53:06
592,3019,1,2025-04-09 18:51:00
228,3126,3,2025-08-13 17:09:45
162,1918,3,2025-01-23 20:43:48
829,4350,3,2025-05-05 17:21:16
406,2225,5,2024-04-09 15:52:20
452,1805,1,2025-07-15 01:20:54
